"","lake","year_loess","depth","ASTFO","AULAM","STAVE","TABFL","PSEEL","NAVCR","NITPE","PINSU","PSEBR","SELAU","FRACR","STACO","AULGR","AULSU","LININ","TABFE","ACHMI","FRAME","SELNI","STAPI","SELSA","DISPS","AULTE","PSEBRI","LINCO","PSERO","MYX","ALL","DIA","LUT","CAN","ECH","PHEB","PHEA","BCAR","orgC_burial_g_cm2_yr","dC/dt","Labile P","recalcitrant","Fe-bound P","mobile"
"67","elbow",1952.11979452725,17,2,26,26,1,0.5,0,0,0,1.25,0,0.75,3.25,8,12,2,5.75,1,0,0,1,0,0,0,0,0,0,7.73169134332124,8.33248730850417,13.8522447473086,10.8830373276969,4.14940267226628,1.75939760947343,33.2617420986794,27.0377954393463,4.82052098261026,0.00421781229961544,0.00163603412675798,0.258686894635676,0.677340894592213,0.0639722107040966,0.322659105339772
"68","elbow",1945.98673870973,18,1.5,32.75,23.25,0.5,0.75,0,0,0,1,0,0,4.75,10.75,11,2.75,4.5,3.5,0,0,0,0.25,0,0,0.25,0,0,6.65884011675707,9.53449843540327,15.4339998050773,11.5113885310826,5.34529525834534,1.64615710750513,37.4282336774649,22.4094622854089,6.82145752230877,0.00425132464604852,-0.000546421676733302,0.274069630226134,0.475267020390344,0.250663349386864,0.524732979612998
"69","elbow",1933.42356919473,20,0,38,17.5,1,0.5,0,0,0,0.75,0,0,7,8.25,7.75,1.5,5.75,5.25,0,0.75,0,0.25,0,0,0.75,0,0,6.66049386442447,7.83994042405009,15.1934062869796,10.8786444401614,4.28653455814145,1.86616165900419,33.3941437222096,32.9454376050161,7.80308208016748,0.00444373724233191,-0.00142422279119433,0.253065096424576,0.680198236271814,0.0667366672585177,0.319801763683094
"70","elbow",1921.4706677731,22,0.25,43.25,17.5,0.25,0.75,0,0,0,1.25,0,0,6.75,5.25,9,1.75,3.25,2.25,0,1,0,0.25,0,0,1.25,0,0,6.06564786379766,7.09004930378155,15.5934858668065,11.0997431089439,4.30185805069417,1.39162523526403,39.8945587211252,35.1095342301791,8.02804715921195,0.00460654474720685,-0.00226649801793026,0.232723316121372,0.692697630722662,0.0745790531728564,0.307302369294229
"71","elbow",1908.9748368605,24,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,8.71900179742449,8.37431487020885,19.802508987476,12.7027495056052,4.6090457959652,0.535866055758408,64.1433479825339,28.3792958103395,4.98220645469635,0.00474929997224322,-0.000781087634647669,0.22344903772818,0.704194623916744,0.0723563383562608,0.295805376084441
"72","elbow",1895.14744354127,26,0.75,51.75,13.75,1.75,0.5,0,0,0,0.25,0,0,5.5,7,6.5,2.25,0,3.75,0,0,0,0.25,0,0,0.5,0,0,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,5.61223122749574,2.06511696281024,28.7524606074358,28.2903664452775,10.0003467574925,0.00447173297454997,0.00263074582793608,0.214503982794008,0.717691631017074,0.0678043861997691,0.282308368993777
"73","elbow",1872.41189691744,29,1,39.75,10,2,0.5,0,0,0,0,0,0,8,5,7,3,1.25,0.75,0,1.25,1,0,1,0,2,0,0,9.33575769591757,10.736717126905,21.5457924543872,13.8670253978979,5.61223122749574,2.06511696281024,28.7524606074358,28.2903664452775,10.0003467574925,0.00394311571614229,0.00213615806695477,0.180167133497004,0.758004064352022,0.0618288021343979,0.241995935631402
"74","elbow",1864.18012770037,30,1,39.75,10,2,0.5,0,0,0,0,0,0,8,5,7,3,1.25,0.75,0,1.25,1,0,1,0,2,0,0,5.76785430011861,10.6884723408347,21.3877098927264,14.3530994683362,5.52672472400101,2.1470821752709,6.83023323579435,28.9338912284802,7.77006509124698,0.0037567001120507,0.00226458734660613,NA,NA,NA,NA
"75","elbow",1846.8614390917,32,0,48.5,12.25,2,0.25,0,0,0,1,0,0,8.75,4.25,7.5,4,2.5,2.75,0,0.5,0,0.25,0,0,0.75,0,0,7.93508853052428,9.61442654356013,21.2492257072587,15.2732956005783,5.44901564060969,2.10084283835657,16.6416834031661,24.4318182596049,8.13227280741843,0.00344092014069755,0.00126918378943883,0.191961388633428,0.744013702918377,0.0640249084556656,0.255986297089093
"76","elbow",1828.35028206991,34,0.25,52.5,13,1.25,0.75,0,0,0,0,0,0,7,4,6.75,2,0.5,3.25,0,1,0,0.25,0,0,1.5,0,0,6.93756625486151,10.3292972604174,25.2850875086029,16.7002119845401,5.7202697113014,2.34580823598109,45.7848121639786,33.4960474579609,8.39276918739136,0.00312284165706346,0.00171306201363982,0.174966986277016,0.758925015913267,0.0661079977824183,0.241074984059434
"77","finger",2019.27979699042,2,6,11.5,15.25,4.75,2.25,0.25,0,0,0,0,0,1.25,4,0,2.5,0,0,5.25,7,6.5,4.25,1.75,0,0.75,0,0,1.97659935239008,7.95947216414008,3.29345371398055,6.00128269036332,3.02163211369128,1.29309738221231,7.69880408184443,15.5554317640434,1.68755687774335,0.00949176974761858,NA,0.210087355676384,0.641840268728046,0.148072375561006,0.358159731237389
"78","finger",2016.75767741984,3,6,11.5,15.25,4.75,2.25,0.25,0,0,0,0,0,1.25,4,0,2.5,0,0,5.25,7,6.5,4.25,1.75,0,0.75,0,0,1.9008028423963,6.5237432956843,3.22692169948241,4.16332317343587,3.17097212022186,1.20978208700217,9.26509501589963,11.446463886634,0.732091072500374,0.00864632649203162,0.0335211409264221,NA,NA,NA,NA
"79","finger",2013.3719533628,4,6.75,10.25,11.75,3.25,3,0,0,0,0,0,0,1.75,5.75,0,4,0,0,6.5,5.75,7.75,5.25,2.5,0,1,0,0,1.79957847388588,5.68367052031952,2.78015939652222,3.50334879338872,3.04125424256638,1.11188665928979,8.09921573045601,8.84061282464812,0.405993803345377,0.00792166720000037,0.0214033772340199,0.19577907045234,0.676369565801725,0.127851363705349,0.323630434157689
"80","finger",2009.1013846114,5,6.75,10.25,11.75,3.25,3,0,0,0,0,0,0,1.75,5.75,0,4,0,0,6.5,5.75,7.75,5.25,2.5,0,1,0,0,1.55895739446766,3.44239741815853,1.59733489910839,2.28039754162902,1.6485736998297,0.673203639013132,5.56238704871661,5.11184968722145,0.419474012632766,0.00718721044757945,0.0171981015919749,NA,NA,NA,NA
"81","finger",2003.96060972579,6,3,12.25,18,6.25,0.5,0,0,0,0,0,0,3.5,7.25,0,3.5,0,0,5.75,6,7.5,4,3.25,0,0.75,0,0,1.62331114586406,4.89534320837837,2.58668265776136,3.41208984908328,2.63509177249377,0.854261358305497,6.52079385376235,6.12835776316189,0.319953401695696,0.00655315675212368,0.0123338156127125,0.210195191663764,0.678426259871894,0.11137854850409,0.321573740167854
"82","finger",1997.98931175807,7,3.5,15,14.5,4.5,0.5,0,0,0,0,0,0,3,6.75,0,3.75,0,0,6,6,6.25,5.75,3.75,0,1,0,0,1.28697275047319,3.91152107407041,1.91998627335714,2.47481299496881,1.99913791731056,0.626781806150419,6.12144030944295,5.90951760827201,0.411852624128382,0.00592547642215593,0.0105116229898576,0.200305153390856,0.695783187885661,0.103911658700754,0.304216812091609
"83","finger",1990.95384950059,8,3.5,15,14.5,4.5,0.5,0,0,0,0,0,0,3,6.75,0,3.75,0,0,6,6,6.25,5.75,3.75,0,1,0,0,2.16319397307081,3.12825561491899,1.59113123808548,2.07393967185348,1.94762187624674,0.776823832429373,7.37121732470992,6.04544520701894,0.632113741956227,0.00533665309696832,0.00836936229117828,NA,NA,NA,NA
"84","finger",1982.83982130321,9,2.25,13,16.75,5.25,1.5,0.25,0,0,0,0,0,2.25,3,0,3.5,0,0,5.75,9.25,5.5,8.25,5.5,0,0.25,0,0,1.70145550523739,3.9145800600877,2.13832377893095,2.89932869227171,2.74895453292413,1.34712354196247,8.67348393035421,6.9846360940987,0.217475572728248,0.00477545108215649,0.00691644151536287,0.203546486803812,0.72210502662793,0.0743484864693361,0.277894973273148
"85","finger",1974.0157695542,10,2.25,13,16.75,5.25,1.5,0.25,0,0,0,0,0,2.25,3,0,3.5,0,0,5.75,9.25,5.5,8.25,5.5,0,0.25,0,0,1.43526947050981,3.46445919555599,1.9481870964619,2.78498262041653,1.14586888407531,0.844703009460724,6.8801038113887,6.7533733106815,0.441419716030193,0.00425696116960301,0.00587587116781865,NA,NA,NA,NA
"86","finger",1964.85023664187,11,4.25,15.25,17,5,0.5,0,0,0,0,0,0,2.75,4.25,0,2.75,0,0,6.5,6.5,5.75,4.25,3.25,0,0.25,0,0,1.43526947050981,3.46445919555599,1.9481870964619,2.78498262041653,1.14586888407531,0.844703009460724,6.8801038113887,6.7533733106815,0.441419716030193,0.00392019782747923,0.00367423635204828,0.178303040227003,0.756217624289417,0.0654793354228284,0.243782375649831
"87","finger",1954.99299152467,12,0.75,12.25,15.75,5.5,2.75,0.25,0,0,0,0,0,4.25,5.25,0,3.25,0,0,5.25,7.25,7.25,6,2.25,0,0.25,0,0,2.04162852944318,3.59541593362663,2.63582809346065,3.49378522592257,2.63662507574331,1.2794692859046,1.66390676134924,5.92944675267992,0.457546789153423,0.00377076555067799,0.00151596389279687,0.175390948124389,0.755380110954003,0.0692289408191399,0.244619888943528
"88","finger",1944.89455036725,13,3.75,12.75,17,3.75,2.5,0.25,0,0,0,0,0,2.5,4.25,0,4,0,0,5,4.25,6.25,5.75,1.75,0,1,0,0,2.04162852944318,3.59541593362663,2.63582809346065,3.49378522592257,2.63662507574331,1.2794692859046,1.66390676134924,5.92944675267992,0.457546789153423,0.00380642135049652,-0.000353082215984697,0.0441951896741019,0.888449149024658,0.0673556612515047,0.111550850925607
"89","finger",1935.09150345991,14,2,15.25,18,4.25,2,0.25,0,0,0,0,0,1.5,5.75,0,2.75,0,0,6.25,6,9,5.25,2.25,0,0.5,0,0,1.19066561864714,2.75356077720211,1.98590927266061,2.64745511650729,2.19871150572798,0.706020232949262,6.15081835058946,6.54721912333224,0.278384420723322,0.00401581697332416,-0.00213602591935833,0.163129518700373,0.773592005088842,0.063278476227477,0.22640799492785
"90","finger",1925.33483570131,15,2.5,14.25,17,4.5,0.5,0.25,0,0,0,0,0,1.5,7.75,0,2.5,0,0,2.75,7,7.5,5.75,1.75,0,0.75,0,0,1.19066561864714,2.75356077720211,1.98590927266061,2.64745511650729,2.19871150572798,0.706020232949262,6.15081835058946,6.54721912333224,0.278384420723322,0.00416684246876808,-0.00154792085966849,0.15574049022959,0.792105208844148,0.0521543008660957,0.207894791095686
"91","finger",1915.96266664365,16,3,12.75,18,4.25,2,0.25,0,0,0,0,0,3,8,0,0.75,0,0,4.75,7.5,7,6,3,0,0.25,0,0,1.3891479020067,3.27561520587967,2.842331284848,3.79128275595175,2.64151071152394,1.12661796629824,8.84022086567597,6.98335927828471,0.536833598113373,0.0042721470561648,-0.00112358821900095,0.154883706609011,0.789649241887347,0.0554670515727876,0.210350758181798
"92","finger",1906.49877057153,17,1.75,14.75,20.25,3.75,0.75,0.25,0,0,0,0,0,3.5,8.75,0,1.75,0,0,4.25,5.5,9,5,2.75,0,0.25,0,0,1.3891479020067,3.27561520587967,2.842331284848,3.79128275595175,2.64151071152394,1.12661796629824,8.84022086567597,6.98335927828471,0.536833598113373,0.00431456236113449,-0.000448180164347285,0.143283530982677,0.800192675237813,0.0565237938096325,0.19980732479231
"93","finger",1896.67008781538,18,1.75,15.75,17,4.5,0.5,0,0,0,0,0,0,3,8.5,0,2.5,0,0,3.25,7.75,8,6.25,2.5,0,0.5,0,0,1.22727192401723,2.9701889834207,2.74311365844639,3.40482527709923,1.58095242905897,0.868089138329909,5.62414866230171,4.73203808997812,0.372119735031106,0.00427810602346466,0.000370917838883434,0.129685881263938,0.822332741319634,0.0479813773950229,0.177667258658961
"94","finger",1876.48563487879,20,4,16,17.5,5.5,1.75,0,0,0,0,0,0,3.25,6,0,1.5,0,0,3.75,6.5,6.75,5.75,2.75,0,0.25,0,0,1.6014748553597,3.21585587238158,2.91117561801759,3.78418272377316,2.01161768617206,1.17141564072106,5.90614497569588,5.44513934582532,0.599669713530643,0.00403422556256993,0.00122937556704223,0.12181781425722,0.829457523276522,0.0487246624354663,0.170542476692687
"95","finger",1866.00111491675,21,3,16.25,18.25,5.5,1,0.25,0,0,0,0,0,2.5,7,0,1.25,0,0,3.25,7.25,8.75,4.75,2.25,0,0.75,0,0,1.6014748553597,3.21585587238158,2.91117561801759,3.78418272377316,2.01161768617206,1.17141564072106,5.90614497569588,5.44513934582532,0.599669713530643,0.00382604128932685,0.00198563476436527,NA,NA,NA,NA
"96","finger",1855.27850884305,22,3,16.25,18.25,5.5,1,0.25,0,0,0,0,0,2.5,7,0,1.25,0,0,3.25,7.25,8.75,4.75,2.25,0,0.75,0,0,1.14737634867486,4.43669708727367,3.53283497313527,3.95070423032966,2.43098229496752,0.823726982170532,5.80874333310607,3.49826743924251,0.27461238676394,0.00353453284113177,0.00271863431512307,0.124830892798721,0.827594185762532,0.0475749214405989,0.17240581423932
"97","flame",2014.67623246975,2,27.25,37.25,4.75,14.75,1,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0.25,0.5,0,0.25,0,0.25,0.25,1,0.75,0,0,3.61726092941649,15.8689161639385,11.9718401798414,13.2432197518711,3.62365340833139,1.88206228091659,31.2777350219062,32.8409141566363,10.8975363421706,0.00636605616532504,NA,0.390174814560846,0.509960688280044,0.0998644971714037,0.49003931173225
"98","flame",2009.17601095002,3,29,35.5,4.25,16.5,0.75,0,0,0,0.25,0.25,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0.25,1,0.75,0,0,7.07714087740409,28.8441798443852,18.6859441503453,20.4412640499144,6.38213616568827,1.99263697177934,35.2100332005637,50.132989174764,14.9226920820202,0.00556447359307159,0.014573641613853,0.395897556857915,0.474967561929623,0.129134881211152,0.525032438069068
"99","flame",2003.45238186984,4,25.25,34.75,3,25,0.25,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.5,0,0,0,0.25,0.5,1,0.75,0,0,7.5562661924969,27.8108028348911,18.7709004185303,19.966704770783,5.78435335977783,2.78799111891453,33.4882593142259,43.060347982947,12.6617898069562,0.00545077872680595,0.0019864121988504,NA,NA,NA,NA
"100","flame",1997.49370167473,5,15.75,38.75,4,25.75,1.75,0,0,0,0,0.25,0,0.5,0,0,0,0.25,0.5,0,0,0,0.25,0,1.5,0.25,0,0,6.2343701346591,29.7113991971456,21.5162163516954,22.901114005603,7.34858486199163,3.49366937413758,57.8592901089096,56.5931940848614,16.7640957831199,0.00535591904586427,0.00159195791409518,0.397655586991532,0.453637443175446,0.14870696985182,0.546362556843352
"101","flame",1991.31043479879,6,15.75,38.75,4,25.75,1.75,0,0,0,0,0.25,0,0.5,0,0,0,0.25,0.5,0,0,0,0.25,0,1.5,0.25,0,0,3.98471753740835,27.0089842821484,19.7391748765023,21.7008192127548,6.05396301796081,2.66763373152276,32.2627942529707,47.2025532400159,4.15028905326179,0.00571737632010019,-0.00584573303220043,NA,NA,NA,NA
"102","flame",1984.90294945096,7,17.75,38.5,2.25,24.25,0.25,0,0,0,0,0.25,0,0,0,0.75,0,0,0.5,0,0.25,0,0.25,0,4,0.5,0,0,7.81281932763506,24.1453003201393,20.0093356916492,21.740731237642,5.88124583109752,2.56805007391007,40.1225918113859,62.704408176992,0,0.00525947273337781,0.0071463852332874,0.349265307264203,0.502650997523991,0.148083695198019,0.497349002462222
"103","flame",1978.25084530179,8,17.75,38.5,2.25,24.25,0.25,0,0,0,0,0.25,0,0,0,0.75,0,0,0.5,0,0.25,0,0.25,0,4,0.5,0,0,4.48514568828924,22.6780424113671,16.0229037830972,17.5576805965641,5.25384109039675,2.37167611647334,34.3732396340333,36.376254634385,11.9497161646719,NA,NA,NA,NA,NA,NA
"104","flame",1971.33372202181,9,14,33.75,4,22,3.75,0,0,0,0.25,0,0,0,0,7.5,0,0,1.75,0,0,0,0.25,0.5,3.75,0.75,0,0,4.48514568828924,22.6780424113671,16.0229037830972,17.5576805965641,5.25384109039675,2.37167611647334,34.3732396340333,36.376254634385,11.9497161646719,0.00533378754248838,NA,0.363572062029081,0.51578514084043,0.120642797108744,0.484214859137825
"105","flame",1964.21855409034,10,18.75,36.5,5.25,14.75,2,0,0,0,0,0,0,0.5,0.25,9.5,0.25,0.25,0,0,0.25,0,0,0,2.75,0.25,0,0,8.88162160984612,28.7090596754524,22.3392329751812,23.0328445043445,7.03563931470207,3.0363692727712,34.4647272311839,53.0442356413862,2.65878768486911,0.00495062078014586,0.00538521038481454,0.393653537648204,0.477022797996799,0.129323664341802,0.522977201990005
"106","flame",1956.85981924735,11,13.25,32.25,4,21.25,2,0,0,0,0.25,0.25,0,0.5,0,10.5,0,0,1.75,0,0,0,0.25,0.25,4.5,0.75,0.25,0,8.88162160984612,28.7090596754524,22.3392329751812,23.0328445043445,7.03563931470207,3.0363692727712,34.4647272311839,53.0442356413862,2.65878768486911,0.00478936899678321,0.00219129764563073,0.362784274401957,0.510416289430532,0.126799436167536,0.489583710569493
"107","flame",1949.36459010076,12,13.25,32.25,4,21.25,2,0,0,0,0.25,0.25,0,0.5,0,10.5,0,0,1.75,0,0,0,0.25,0.25,4.5,0.75,0.25,0,8.80565645562193,25.2703812011741,20.0786959387545,20.3298622892855,7.23241882529148,6.28384556384815,53.2625043411859,58.1886147579067,17.3476759651857,0.00462727779681799,0.00216259165390522,0.354376514337429,0.506544769893234,0.139078715728962,0.493455230066391
"108","flame",1941.47256264298,13,15.25,36.25,2.25,4.25,4.25,0,0,0,0.25,0.25,0,0,0,20.25,0,0.25,1.25,0,0,0,0,0.25,4,1.25,0,0,8.80565645562193,25.2703812011741,20.0786959387545,20.3298622892855,7.23241882529148,6.28384556384815,53.2625043411859,58.1886147579067,17.3476759651857,0.00447252004499219,0.00196093782812722,0.382243975994953,0.476517591810942,0.141238432205663,0.523482408200616
"109","flame",1933.19069394611,14,15.25,36.25,2.25,4.25,4.25,0,0,0,0.25,0.25,0,0,0,20.25,0,0.25,1.25,0,0,0,0,0.25,4,1.25,0,0,7.97016908333442,28.8777994646814,22.0614549474641,21.8285799669117,5.99035582523938,2.66624941572054,28.6431097716323,45.7626873885569,2.80943432966122,0.00418360368431341,0.00348854070564984,0.387041803752103,0.460394553064268,0.152563643200971,0.539605446953074
"110","flame",1924.29436940294,15,9.5,34.25,4.75,9.5,5.25,0,0,0,0.25,0.25,0,0.5,0,20.25,0,0.25,1.75,0,0,0,0,0.25,4.75,1,0.5,0,7.97016908333442,28.8777994646814,22.0614549474641,21.8285799669117,5.99035582523938,2.66624941572054,28.6431097716323,45.7626873885569,2.80943432966122,0.00391235173257628,0.00304903390631557,0.366030160925045,0.501842609850794,0.132127229194526,0.498157390119571
"111","flame",1914.94977199159,16,7.75,37,3,10.5,3.5,0,0,0,0.25,0.25,0,0.25,0.25,22,0.25,0.25,1.75,0,0,0,0,0.5,1,1.25,0,0,4.7094525997314,18.4787384512088,16.0409319020901,14.9667598940531,5.47578410035125,2.26081894060652,23.9162845828223,30.1739707101797,8.2301134685121,0.00361379210631905,0.00319499720656353,0.359325091761302,0.526397445885916,0.114277462373014,0.473602554134316
"112","flame",1894.20058731494,18,3.75,36,2.25,7,9,0,0,0,0,0.25,0,0.5,0,23.25,0,0.25,0,0,0,0,0.25,0,5.5,1.5,0.25,0,4.90987606835159,16.8509025175598,15.8940894672468,14.3281479761814,4.64841013340737,2.56579371292053,24.7696659799681,45.2518779680034,1.7678466386902,0.00313279737131035,0.00194604138703269,0.328376604143601,0.570757792674774,0.100865603182024,0.429242207325625
"113","flame",1873.95205150298,20,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,4.61323847372919,18.333899178745,17.4473645425136,14.5714953892447,5.46677856062808,1.98469797648911,25.0696488796753,23.1102821234877,5.4540432051987,0.00354343809886086,-0.00288423784835212,0.312107795355587,0.590475840457584,0.0974163641525647,0.409524159508152
"114","flame",1852.14266555697,22,4.5,38.75,4,6,3.75,0,0,0,0.25,0,0,0.25,0.5,25.75,0,0,0,0,0,0,0.25,0.5,7,1.5,0,0,4.18688120451317,17.2877308517361,18.1511302605891,13.2923942377894,4.17734069357366,2.07284283623782,4.06049592243865,40.2965321497825,10.45086696599,0.00359562207107204,0.000204405169522511,NA,NA,NA,NA
"115","smoke",2018.72446718069,2,7.25,28.75,25.5,2,0,0,0,0,0.5,0,14,0.75,0.75,0,0,0,0.75,0,0.25,9.25,0.25,0.25,0.5,1,0.5,0,3.80880220247476,19.7463803406452,12.1582619204229,17.7964818100833,5.4180935573713,2.96898223728735,26.8977473047378,22.12764705167,9.44946053042955,0.005307154841354,NA,0.294731870076521,0.505158278617121,0.200109851292047,0.494841721368568
"116","smoke",2013.49635476518,3,5.25,30.75,27.75,1.25,0,0,0,0,0.75,0,12.5,1.5,0,0.5,0.5,0,0.25,0,0.75,11.5,0,0,0.25,0.25,0.5,0,4.79386822424403,21.0905157799486,13.8912872317236,21.2053281207341,6.206964853321,3.54498394045041,26.4592525924642,42.5429790687453,13.371578913355,0.00504590548535012,0.00499701106710797,NA,NA,NA,NA
"117","smoke",2008.22811257927,4,5.75,29.75,28,1.75,0,0,0,0,0.75,0,11.5,1,0.5,0.5,0.25,0,0.25,0,0.5,11.75,0.25,0.75,0.25,0,0,0,5.78241175465548,21.9397213455829,15.3499363231141,23.0053315773174,6.8302556346661,2.87697479544286,30.2708747676134,32.3669457557588,0.757810943348334,0.00492582065078368,0.00227940991186038,0.326488401518907,0.565155526471202,0.108356071977203,0.43484447349611
"118","smoke",2002.91243063353,5,5.5,29.75,30,1,0,0,0,0,0.25,0,9.75,1.75,0.5,0,0,0,0.25,0,0.5,13.75,0.25,0.5,0.5,0.25,0,0,7.50353592793872,17.0446714510975,12.0742551609695,20.6689163143461,5.94161821497757,3.65593789964435,38.623819654159,44.3837253753987,14.0726223257672,0.00481046363171803,0.00217012643425917,NA,NA,NA,NA
"119","smoke",1997.56344814645,6,5.25,30.5,30.75,0.75,0,0,0,0,0.5,0,8,0.75,0.25,0,0.25,0,0.25,0,1,14.5,0.25,0.75,0.25,0.25,0.25,0,4.76094062892048,14.1661443167731,10.7007676956824,17.859041861018,5.0639155081323,2.11273896771498,28.8710859801754,30.515285245439,8.0301615121305,0.00469875114865131,0.00208848100244403,0.365286792729562,0.55173191496348,0.0829812923050324,0.448268085034594
"120","smoke",1992.17680368553,7,5,34.75,28.75,0.5,0,0,0,0,0.5,0,6.5,1,0.75,0.25,0.5,0,0.25,0,1,12.5,0,0,0.25,0.75,0.25,0,7.08177939160682,17.9509049851517,15.0590520785759,23.7374000809775,8.35121038039106,4.21791102613055,45.4285875796201,65.3597227296038,24.019778633688,0.00469303305688301,0.00010615313131919,NA,NA,NA,NA
"121","smoke",1986.75250432537,8,5.25,33.75,29.25,1.75,0,0,0,0,0.5,0,6.5,1.5,0,0,0,0,0.5,0,0.25,13,0,0,0,0.75,0,0,6.02101800190899,11.8255590380856,11.6968680215429,15.35759164639,4.62472856157972,1.80183486777157,21.9895735810802,21.0184553405687,4.96023139417691,0.00466811906490444,0.000459303410898647,0.358331073034347,0.565765780492657,0.0759031465151289,0.434234219549476
"122","smoke",1981.3079883991,9,3.25,36,28.5,1.75,0,0,0,0,0.25,0,6.75,0.75,0,0,0,0,0.5,0,0.25,12.25,0.25,0.75,0.25,0.75,0.5,0,4.01415599638624,10.875337416917,10.1600561956322,14.7050946308615,5.29466654051675,4.65423480838523,24.0183848998549,32.8484498929856,10.4865485209598,0.00469166851517505,-0.000432535244446257,0.372565072137914,0.542934223128167,0.0845007047593366,0.457065776897251
"123","smoke",1975.84055651246,10,3.75,35.5,31,1.75,0,0,0,0,0.25,0,2.75,0.75,0.75,0.25,0,0,0.5,0,0.25,14.75,0,0.25,0,0.5,0,0,5.54502115259981,10.8508515304012,11.9438734403609,15.0529227283233,5.92377938382979,4.46571040695048,34.1767717468404,38.8628314658937,12.4235519325241,0.00473034800606259,-0.000707452633878494,NA,NA,NA,NA
"124","smoke",1970.34181805419,11,6,31.25,29.25,1.75,0,0,0,0,0.25,0,5.75,1,0.75,0.25,0,0,0.25,0,0.75,13,0.25,0.5,0.25,1.25,0,0,5.54502115259981,10.8508515304012,11.9438734403609,15.0529227283233,5.92377938382979,4.46571040695048,34.1767717468404,38.8628314658937,12.4235519325241,0.0048663922453579,-0.00247409911069149,0.34587762553679,0.560146571087617,0.0939758033032006,0.43985342883999
"125","smoke",1964.82067453192,12,6,31.25,29.25,1.75,0,0,0,0,0.25,0,5.75,1,0.75,0.25,0,0,0.25,0,0.75,13,0.25,0.5,0.25,1.25,0,0,4.95529158696974,12.4189092771838,13.4494701779612,15.1865004088909,6.53036526099529,2.62919997751724,26.0743792642877,26.5052969380198,9.81871356597913,0.00501767023929693,-0.00273997575554486,NA,NA,NA,NA
"126","smoke",1959.28602745332,13,3.25,34.25,29,2,0,0,0,0,0.75,0,6.25,2.25,0.5,0.25,0.5,0,0.5,0,0.25,12.75,0.25,0.25,0.25,0,0.25,0,4.95529158696974,12.4189092771838,13.4494701779612,15.1865004088909,6.53036526099529,2.62919997751724,26.0743792642877,26.5052969380198,9.81871356597913,0.00502268799946364,-9.06608875948888e-05,0.359702998607715,0.557513479611119,0.0827835218274643,0.442486520435179
"127","smoke",1953.95330078796,14,3.25,34.25,29,2,0,0,0,0,0.75,0,6.25,2.25,0.5,0.25,0.5,0,0.5,0,0.25,12.75,0.25,0.25,0.25,0,0.25,0,7.58394695230323,10.1725973169626,14.2203185721043,15.0625143735443,4.20736343696951,1.57063236112605,15.1786153402902,19.6843398268695,5.78783393696418,0.0050700612525755,-0.000888349545825827,0.332122781429221,0.581730791005857,0.0861464275994798,0.418269209028701
"128","smoke",1942.92706785226,16,2.5,38.25,27.25,2.25,0,0,0,0,0.25,0,6.5,1,0.25,0.25,0,0,0.25,0,0.25,11,0,0.75,0,0,0.25,0,3.79298113603304,9.57412213591855,12.4439240350197,12.3060060440214,4.81626534842628,1.55957808774658,14.3897381990823,15.3286932565386,5.63837663600514,0.00484164827296225,0.00188285651078896,NA,NA,NA,NA
"129","smoke",1918.94767786681,20,0.75,43,26.75,1.25,0,0,0,0,0.25,0,6,0.75,0.75,0,0.25,0,0,0,0.25,10.5,0,0.75,0,0.75,0,0,4.39391918993055,12.3228616525419,15.0397722039382,14.2318150035099,6.23260794967437,1.78249293487145,13.033333457912,21.9601985261939,6.94024660714496,0.00468656087879131,-0.00104395427148376,0.323989729182452,0.577632733574616,0.0983775372856025,0.422367266468055
"130","smoke",1901.95583078053,23,0,45.5,24.5,1.5,0,0,0,0,0.25,0,6.25,1.25,0.75,0,0,0,0.25,0,0.5,8.25,0,0.75,0.25,1.5,0,0,4.39391918993055,12.3228616525419,15.0397722039382,14.2318150035099,6.23260794967437,1.78249293487145,13.033333457912,21.9601985261939,6.94024660714496,0.00562578030918207,-0.00833678271400422,0.346126180780026,0.537222523021702,0.116651296188169,0.462777476968195
"131","smoke",1896.5259477088,24,0,45.5,24.5,1.5,0,0,0,0,0.25,0,6.25,1.25,0.75,0,0,0,0.25,0,0.5,8.25,0,0.75,0.25,1.5,0,0,4.24006217952969,9.11009212339812,12.1484657218914,11.8001239173666,4.60654469762296,1.80599397322236,17.4504990371952,19.9319495427363,6.56233218601689,0.0059682785042553,-0.00630765323209998,NA,NA,NA,NA
"132","smoke",1885.16810372517,26,0,48.5,25.25,1.25,0,0,0,0,0.5,0,3.75,1.5,0.75,0.5,0,0,0.5,0,0.25,9,0,0.75,0,0,0,0,4.22377515093707,11.0354291728035,14.7720302097547,14.9347716140736,5.44968848027951,2.31873601256492,21.6982609163682,24.0068878597227,7.65328950895369,0.00626807479165359,-0.00167146683734383,NA,NA,NA,NA
